pupilonrolltableid,NativeId,senneedstableid,senneedsorderseqcolumn,sourceid,sentyperank,sentype
4959b964-b23,SCH2,4ba6ef5a,4894,7ac48c88,4.0,ff7ab1ab
49879b2d-29a,SCH6,57a3c1cd,4900,fe00b76b,1.0,51bc7ddf
49879b2d-29a,SCH6,02f0e70e,4905,fe00b76b,2.0,726ad429
49879b2d-29a,SCH6,820931d3,4906,fe00b76b,3.0,72ba69d6
49879b2d-29a,SCH6,e33e6b72,4904,fe00b76b,1.0,9fc87dc0
49879b2d-29a,SCH6,2b25816c,4901,fe00b76b,1.0,a0642766
49879b2d-29a,SCH6,0385dadc,4903,fe00b76b,4.0,c335d57c
49879b2d-29a,SCH6,64b179b2,4899,fe00b76b,3.0,d2ecdae4
49879b2d-29a,SCH6,c37753f4,4902,fe00b76b,5.0,fe49a90e
498b4354-cdf,SCH6,ed7314e3,4907,41b29ed4,3.0,0609fb19
498b4354-cdf,SCH6,b45f8e34,4908,41b29ed4,1.0,e83ecd9b
4994be27-d14,SCH7,070a36c3,4914,ac984271,2.0,186d7664
4994be27-d14,SCH7,b6841dbe,4910,ac984271,1.0,29fa5664
4994be27-d14,SCH7,349a60c3,4915,ac984271,1.0,78be6f6c
4994be27-d14,SCH7,a73073d9,4913,ac984271,2.0,8a42bb94
4994be27-d14,SCH7,f9f405b1,4911,ac984271,1.0,96628bb0
4994be27-d14,SCH7,4640afb0,4912,ac984271,3.0,b7816c1e
4994be27-d14,SCH7,7e04ac94,4909,ac984271,3.0,fc024639
49a49610-d78,SCH3,b7b293e6,4918,18a56d3a,1.0,11e02041
49a49610-d78,SCH3,dc508505,4916,18a56d3a,1.0,2e167074
49a49610-d78,SCH3,17ffc2ea,4921,18a56d3a,1.0,3114b4d3
49a49610-d78,SCH3,84c4d0e8,4923,18a56d3a,1.0,5be1cbdb
49a49610-d78,SCH3,9666947f,4922,18a56d3a,1.0,8a432955
49a49610-d78,SCH3,113557c0,4919,18a56d3a,2.0,af7a892b
49a49610-d78,SCH3,d9a056be,4920,18a56d3a,2.0,d5c7ff58
49a49610-d78,SCH3,51442989,4917,18a56d3a,1.0,e608ccbf
49acbb0c-8e1,SCH4,a067168d,4930,36396585,5.0,0cc64fc1
49acbb0c-8e1,SCH4,46976d5e,4926,36396585,1.0,1a601fa9
49acbb0c-8e1,SCH4,308f5f3a,4929,36396585,4.0,3cdb9662
49acbb0c-8e1,SCH4,194ffe76,4924,36396585,4.0,4ce9d437
49acbb0c-8e1,SCH4,53aab720,4925,36396585,2.0,4f131497
49acbb0c-8e1,SCH4,413c907c,4928,36396585,1.0,804c678c
49acbb0c-8e1,SCH4,c74af996,4927,36396585,4.0,fc0685b7
49c858a8-7d0,SCH5,db9e3a12,4934,b8d1611f,5.0,1b7da1cf
49c858a8-7d0,SCH5,6d1433c0,4937,b8d1611f,4.0,89ec268a
49c858a8-7d0,SCH5,b32091d7,4931,b8d1611f,1.0,90ed666f
49c858a8-7d0,SCH5,4fc2796c,4935,b8d1611f,3.0,9ae70058
49c858a8-7d0,SCH5,e5214de2,4932,b8d1611f,1.0,9b4d2249
49c858a8-7d0,SCH5,cbfff736,4933,b8d1611f,4.0,a512872a
49c858a8-7d0,SCH5,8c2a2368,4936,b8d1611f,1.0,ad45319e
49fc0822-d81,SCH7,f01552ce,4939,dc9f6423,2.0,29cdbe0b
49fc0822-d81,SCH7,60ec88bd,4938,dc9f6423,1.0,9b58f588
4a04206b-9c8,SCH1,095d1989,4940,4a324d41,2.0,027a1754
4a04206b-9c8,SCH1,80484e3f,4941,4a324d41,2.0,143c3a29
4a04206b-9c8,SCH1,8c025153,4943,4a324d41,1.0,148b0659
4a04206b-9c8,SCH1,8e222b72,4944,4a324d41,1.0,4311b630
4a04206b-9c8,SCH1,fd3dc36c,4942,4a324d41,1.0,fd09dceb
4a3594ed-ed7,SCH4,cd491e41,4953,17764d21,2.0,07475a6e
4a3594ed-ed7,SCH4,c8211b7f,4951,17764d21,5.0,0a63eb02
4a3594ed-ed7,SCH4,15dc963a,4950,17764d21,1.0,1ee9d40c
4a3594ed-ed7,SCH4,2888c61e,4948,17764d21,2.0,43884f0a
4a3594ed-ed7,SCH4,9f7668bf,4949,17764d21,3.0,60ac0f55
4a3594ed-ed7,SCH4,00640d49,4954,17764d21,3.0,7c4d724a
4a3594ed-ed7,SCH4,bed8bbfb,4947,17764d21,2.0,afe7b2b1
4a3594ed-ed7,SCH4,e202bede,4945,17764d21,1.0,cbc7f73c
4a3594ed-ed7,SCH4,295c06a8,4946,17764d21,8.0,ced768b0
4a3594ed-ed7,SCH4,4518d558,4952,17764d21,6.0,fd8319d6
4a3b814a-00e,SCH6,eda5ba3a,4959,70cc4f32,7.0,0ca0d1da
4a3b814a-00e,SCH6,75b2c49e,4958,70cc4f32,1.0,b18027bb
4a3b814a-00e,SCH6,0cb77da8,4955,70cc4f32,4.0,c02e9109
4a3b814a-00e,SCH6,3479f2eb,4960,70cc4f32,2.0,c54ae609
4a3b814a-00e,SCH6,34ed3b45,4956,70cc4f32,3.0,c7733859
4a3b814a-00e,SCH6,9476a19c,4957,70cc4f32,1.0,daccb67a
4a5f4da9-dc9,SCH2,88740492,4961,17a62612,1.0,90406fc9
4a6ab1a6-254,SCH7,95c0d7d4,4965,b3d1d37f,4.0,300d0b71
4a6ab1a6-254,SCH7,76cba313,4967,b3d1d37f,1.0,4f8e9d21
4a6ab1a6-254,SCH7,fffe873d,4963,b3d1d37f,2.0,595eacda
4a6ab1a6-254,SCH7,63a0aca8,4968,b3d1d37f,2.0,9fabe684
4a6ab1a6-254,SCH7,3b223cd6,4966,b3d1d37f,3.0,eaa272b5
4a6ab1a6-254,SCH7,22f559aa,4962,b3d1d37f,3.0,ead47b96
4a6ab1a6-254,SCH7,bbaa78dc,4964,b3d1d37f,6.0,ed35db9d
4a775cfb-03a,SCH5,239e162a,4969,a2587c8d,1.0,6fc72c97
4aa118d5-03d,SCH1,722cac1b,4974,b4dfb367,1.0,08228aa4
4aa118d5-03d,SCH1,614a9999,4978,b4dfb367,4.0,09c6925f
4aa118d5-03d,SCH1,09ef7834,4970,b4dfb367,2.0,1a25435d
4aa118d5-03d,SCH1,2cd85f44,4973,b4dfb367,2.0,25e062e4
4aa118d5-03d,SCH1,9967df33,4975,b4dfb367,5.0,50af418b
4aa118d5-03d,SCH1,f578f4e7,4977,b4dfb367,5.0,6ebdb5d7
4aa118d5-03d,SCH1,8d77b366,4976,b4dfb367,4.0,8f6c24fd
4aa118d5-03d,SCH1,373c38ac,4971,b4dfb367,5.0,e889ed8c
4aa118d5-03d,SCH1,b209b49b,4972,b4dfb367,3.0,f66ca67b
4acad2ea-f4a,SCH8,e9e08f45,4979,84148f1c,1.0,954f1e4c
4acad2ea-f4a,SCH8,ded318ba,4981,84148f1c,1.0,e379d2d0
4acad2ea-f4a,SCH8,6132d3c8,4980,84148f1c,1.0,f9fb69f7
4adc0fd1-082,SCH7,2ac36749,4982,da6859bf,1.0,924f7f34
4adf8c1a-b06,SCH1,919f81ee,4985,86509da6,1.0,2b4c1a2d
4adf8c1a-b06,SCH1,2a2a2362,4983,86509da6,2.0,2dd2a9b3
4adf8c1a-b06,SCH1,0c317c91,4986,86509da6,3.0,8c1ef941
4adf8c1a-b06,SCH1,6ca95222,4984,86509da6,1.0,a537b335
4adf8c1a-b06,SCH1,7718723d,4987,86509da6,1.0,e93b96ec
4af23318-c11,SCH5,61acc7bf,4993,0813fe15,1.0,299f17fa
4af23318-c11,SCH5,57b374d8,4991,0813fe15,4.0,375c939f
4af23318-c11,SCH5,1aec2d53,4992,0813fe15,1.0,648759a2
4af23318-c11,SCH5,548c32d6,4988,0813fe15,4.0,8102d0ac
4af23318-c11,SCH5,5f5c8b1e,4990,0813fe15,4.0,bd615772
4af23318-c11,SCH5,6ef39e10,4989,0813fe15,4.0,bd95c924
4b32e294-2b9,SCH1,a989c6fe,4994,026cef29,1.0,6e601149
4b32e294-2b9,SCH1,8fbb2aef,4995,026cef29,3.0,f3335338
4b3d09dd-9a9,SCH1,f485975a,4999,cda21dab,1.0,2d6b2b2f
4b3d09dd-9a9,SCH1,0c5af1b6,5003,cda21dab,3.0,319d0403
4b3d09dd-9a9,SCH1,a0d69948,5002,cda21dab,3.0,502fc93e
4b3d09dd-9a9,SCH1,0a3d97fc,4996,cda21dab,2.0,56e9fd54
4b3d09dd-9a9,SCH1,e3b7b672,4998,cda21dab,1.0,a5ec1523
4b3d09dd-9a9,SCH1,f3d146b4,4997,cda21dab,4.0,aef04aa4
4b3d09dd-9a9,SCH1,2ff85645,5001,cda21dab,6.0,afbe0f8d
4b3d09dd-9a9,SCH1,4a4bd06a,5004,cda21dab,1.0,bf63b991
4b3d09dd-9a9,SCH1,427ed4bb,5000,cda21dab,1.0,ebd6a226
4b3d09dd-9a9,SCH1,4bcd5664,5005,cda21dab,1.0,f8fffc0d
4b4d17d0-b6b,SCH4,0896aa6f,5006,48c9c7be,1.0,a2577be6
4b4d17d0-b6b,SCH4,c5074569,5007,48c9c7be,2.0,a46cd432
4b8100b9-d65,SCH2,49a47bc4,5008,f07b9a51,3.0,ab8dd3f4
4bbe5569-bfb,SCH8,0499804a,5009,2538bcec,2.0,3b290340
4bbe5569-bfb,SCH8,3c45d836,5011,2538bcec,4.0,4bc52d15
4bbe5569-bfb,SCH8,5eb02886,5012,2538bcec,1.0,6285eb6c
4bbe5569-bfb,SCH8,ddeec56c,5010,2538bcec,3.0,8ce9839d
4bbe5569-bfb,SCH8,20c0bd74,5014,2538bcec,2.0,a2bbefac
4bbe5569-bfb,SCH8,1ca43c9c,5016,2538bcec,5.0,b4f3d60c
4bbe5569-bfb,SCH8,5b7e05db,5015,2538bcec,2.0,b7b094b0
4bbe5569-bfb,SCH8,a0c9eeae,5013,2538bcec,3.0,d640905c
4bed721f-784,SCH1,513dfdc9,5026,8825a38d,3.0,4269ce15
4bed721f-784,SCH1,53c12d5d,5022,8825a38d,1.0,772df494
4bed721f-784,SCH1,3981af7f,5017,8825a38d,2.0,816fb3ea
4bed721f-784,SCH1,46c977ca,5021,8825a38d,1.0,8cc3a56e
4bed721f-784,SCH1,7fb56993,5020,8825a38d,1.0,9e90fe13
4bed721f-784,SCH1,3ecf6620,5019,8825a38d,2.0,b1eba38a
4bed721f-784,SCH1,fb4477b5,5023,8825a38d,4.0,d296887f
4bed721f-784,SCH1,7d91f1a3,5025,8825a38d,1.0,e32d375e
4bed721f-784,SCH1,17f049e2,5024,8825a38d,1.0,e9b33a81
4bed721f-784,SCH1,75b9956b,5018,8825a38d,3.0,ea3197ef
4c01337e-9a5,SCH6,3adc181c,5028,a47e79f9,1.0,3dda277e
4c01337e-9a5,SCH6,f2c1f48b,5033,a47e79f9,1.0,9c4742f4
4c01337e-9a5,SCH6,e6d2a53e,5027,a47e79f9,4.0,a5accce0
4c01337e-9a5,SCH6,06b29ebc,5030,a47e79f9,4.0,b3b2864a
4c01337e-9a5,SCH6,2a723077,5032,a47e79f9,1.0,b5d6dc7c
4c01337e-9a5,SCH6,2b40d392,5031,a47e79f9,3.0,db2859e3
4c01337e-9a5,SCH6,04479076,5029,a47e79f9,1.0,ec1486d9
4c4ac40e-67e,SCH5,d8a512fe,5036,4256090e,3.0,30ca3896
4c4ac40e-67e,SCH5,3f5220db,5035,4256090e,1.0,5ed5556d
4c4ac40e-67e,SCH5,d623601b,5037,4256090e,3.0,a86d075b
4c4ac40e-67e,SCH5,5f7ffd02,5038,4256090e,2.0,b8fc25ba
4c4ac40e-67e,SCH5,0efae912,5039,4256090e,1.0,ccf657e9
4c4ac40e-67e,SCH5,20029ffb,5042,4256090e,1.0,d77a342a
4c4ac40e-67e,SCH5,50d77fe6,5040,4256090e,1.0,e1e9c874
4c4ac40e-67e,SCH5,f7ca21b4,5034,4256090e,2.0,ea8863d6
4c4ac40e-67e,SCH5,51029dcc,5041,4256090e,1.0,fc30da94
4c9c812c-5f8,SCH4,73c680eb,5045,38715447,1.0,15a0f76f
4c9c812c-5f8,SCH4,131d03eb,5043,38715447,4.0,34628186
4c9c812c-5f8,SCH4,97184e6c,5047,38715447,3.0,54778b17
4c9c812c-5f8,SCH4,491e93b1,5048,38715447,1.0,75099f79
4c9c812c-5f8,SCH4,a28223bf,5044,38715447,8.0,88f92424
4c9c812c-5f8,SCH4,11371331,5046,38715447,3.0,8fca608e
4cb16ec9-8a8,SCH8,8d4d2559,5049,4637a26e,7.0,236d067d
4cb16ec9-8a8,SCH8,28ad1fde,5050,4637a26e,1.0,e0d20fee
4cb737db-d45,SCH4,94dd05c6,5054,863872cd,1.0,007abc35
4cb737db-d45,SCH4,e486400a,5053,863872cd,1.0,3edd23af
4cb737db-d45,SCH4,a64b333a,5052,863872cd,2.0,723d7400
4cb737db-d45,SCH4,1fc8fa39,5051,863872cd,1.0,78baf65f
4ce62c65-527,SCH2,c63ea752,5058,e69857e4,1.0,09f414f8
4ce62c65-527,SCH2,8ab944c1,5057,e69857e4,2.0,12095488
4ce62c65-527,SCH2,ab9c6bee,5055,e69857e4,4.0,27ae1f19
4ce62c65-527,SCH2,ee425865,5056,e69857e4,1.0,50be5421
4ce62c65-527,SCH2,8392cdfc,5061,e69857e4,2.0,5a8efd41
4ce62c65-527,SCH2,993fa3bb,5059,e69857e4,4.0,83cc8602
4ce62c65-527,SCH2,eaa4970d,5062,e69857e4,1.0,874b8b9e
4ce62c65-527,SCH2,c568beb8,5064,e69857e4,1.0,8bbdc604
4ce62c65-527,SCH2,2634c220,5060,e69857e4,1.0,bac0c79f
4ce62c65-527,SCH2,77835708,5063,e69857e4,1.0,e4f87bd7
4ce67d50-e60,SCH5,ef4d4f34,5069,78ada1fb,7.0,1165e2df
4ce67d50-e60,SCH5,6fb4cf66,5067,78ada1fb,1.0,2cfa4e00
4ce67d50-e60,SCH5,3dbe5755,5065,78ada1fb,1.0,3f66381c
4ce67d50-e60,SCH5,b23635ee,5066,78ada1fb,5.0,73dbc55f
4ce67d50-e60,SCH5,9cd5b70a,5068,78ada1fb,6.0,c6a8e23f
4cf814a6-a9d,SCH6,fac2707c,5070,2ff52814,2.0,be923ede
4cf814a6-a9d,SCH6,6f908801,5071,2ff52814,3.0,f33c64ec
4d1d4507-b2f,SCH5,6ec182d5,5073,c97808e1,1.0,26a99ae8
4d1d4507-b2f,SCH5,36faf563,5077,c97808e1,3.0,3dafba62
4d1d4507-b2f,SCH5,a24cda3b,5074,c97808e1,2.0,421b41ed
4d1d4507-b2f,SCH5,3bd53d8e,5078,c97808e1,3.0,54822cad
4d1d4507-b2f,SCH5,d219feda,5075,c97808e1,2.0,66ead7f6
4d1d4507-b2f,SCH5,1938c47d,5076,c97808e1,3.0,a5a74a3c
4d1d4507-b2f,SCH5,b069b040,5072,c97808e1,1.0,d42609a1
4d1d4507-b2f,SCH5,5aa06c0f,5079,c97808e1,2.0,d6a1aed8
4d23d034-0ab,SCH7,486209dc,5080,a374609d,2.0,14ed5fcb
4d23d034-0ab,SCH7,404488f5,5081,a374609d,5.0,28d0dbcb
4d23d034-0ab,SCH7,f72cb4c6,5082,a374609d,1.0,5dbe2606
4d23d034-0ab,SCH7,c9366573,5083,a374609d,1.0,97d33005
4d275902-63d,SCH8,5ae03ed9,5091,88f8b9c2,1.0,0c09580b
4d275902-63d,SCH8,9684348c,5089,88f8b9c2,4.0,56767dd3
4d275902-63d,SCH8,dda7a14d,5090,88f8b9c2,4.0,611efc8c
4d275902-63d,SCH8,ba1d172d,5088,88f8b9c2,2.0,715d64f2
4d275902-63d,SCH8,f882d124,5084,88f8b9c2,3.0,754a9e4f
4d275902-63d,SCH8,388beab3,5087,88f8b9c2,1.0,78eb8fe3
4d275902-63d,SCH8,85f8db4c,5086,88f8b9c2,3.0,b4857e42
4d275902-63d,SCH8,1bfad481,5085,88f8b9c2,4.0,c3d76a09
4d2c2c0d-9bd,SCH3,f73dd4e1,5094,494842b8,3.0,2034b03e
4d2c2c0d-9bd,SCH3,6e4a5d92,5095,494842b8,1.0,30b555ef
4d2c2c0d-9bd,SCH3,af9bdf30,5092,494842b8,1.0,5051e869
4d2c2c0d-9bd,SCH3,a844e1da,5093,494842b8,1.0,630bfaf2
4d2c2c0d-9bd,SCH3,cdb22969,5096,494842b8,2.0,a999210c
4d581b2a-bc0,SCH2,f79b5a77,5097,c38ba850,5.0,44bc6ec8
4d7219dd-3cb,SCH1,6615dd77,5098,45d83b30,1.0,5cb8f706
4d7428c9-d0c,SCH5,ed67a553,5099,d1747d85,7.0,19ce5be1
4d7428c9-d0c,SCH5,d9073019,5101,d1747d85,2.0,354a90cc
4d7428c9-d0c,SCH5,239622b4,5100,d1747d85,2.0,3f3664ea
4d7428c9-d0c,SCH5,5d6a0dbd,5102,d1747d85,4.0,52e6ad6f
4d7428c9-d0c,SCH5,7f48c472,5103,d1747d85,4.0,ce690397
4d76efcd-a6a,SCH4,ba46654f,5109,c4abc7a4,1.0,282ecb24
4d76efcd-a6a,SCH4,91ec0e98,5107,c4abc7a4,2.0,2e19e183
4d76efcd-a6a,SCH4,61364de7,5106,c4abc7a4,1.0,47e24fda
4d76efcd-a6a,SCH4,65e36995,5104,c4abc7a4,6.0,6a018b6c
4d76efcd-a6a,SCH4,707edf4c,5108,c4abc7a4,2.0,7f302394
4d76efcd-a6a,SCH4,c6be0274,5105,c4abc7a4,4.0,bf8c7c9e
4d957c5f-ae3,SCH3,c6a121fb,5113,857a5414,4.0,26d405d4
4d957c5f-ae3,SCH3,50070e59,5116,857a5414,2.0,2f377a69
4d957c5f-ae3,SCH3,5cf22951,5115,857a5414,6.0,3374c763
4d957c5f-ae3,SCH3,2653a2ca,5117,857a5414,1.0,a646d039
4d957c5f-ae3,SCH3,62baf68c,5111,857a5414,1.0,b0d85801
4d957c5f-ae3,SCH3,39187431,5110,857a5414,2.0,ce5e495a
4d957c5f-ae3,SCH3,9dbbb753,5112,857a5414,1.0,d6f1fb01
4d957c5f-ae3,SCH3,d05bc5d8,5114,857a5414,3.0,ebd8d9e7
4d9737e3-375,SCH4,98b40cbe,5118,53a4115f,1.0,26da843e
4d9737e3-375,SCH4,390fc5c5,5119,53a4115f,1.0,703c406a
4dad93b2-77b,SCH8,5a79d955,5120,1ca178dc,1.0,129376be
4db1e6d0-819,SCH7,9c1a703f,5122,88ef912a,4.0,3ed5d55e
4db1e6d0-819,SCH7,c22db7cd,5123,88ef912a,1.0,558fff2d
4db1e6d0-819,SCH7,7a1cfcc3,5124,88ef912a,4.0,a6c0da7c
4db1e6d0-819,SCH7,5b1e8d47,5125,88ef912a,3.0,caf66e52
4db1e6d0-819,SCH7,ad6b71f6,5127,88ef912a,1.0,f02b9ddf
4db1e6d0-819,SCH7,c471f3fc,5126,88ef912a,3.0,f54949b6
4db1e6d0-819,SCH7,0fecb65a,5121,88ef912a,1.0,fe6f11a1
4dc4e348-8d1,SCH1,a9ffbced,5129,39d3b2b1,1.0,01d6ef00
4dc4e348-8d1,SCH1,c94a274c,5137,39d3b2b1,1.0,3ad9cd90
4dc4e348-8d1,SCH1,05db7c79,5132,39d3b2b1,1.0,476451fb
4dc4e348-8d1,SCH1,11ce595a,5134,39d3b2b1,1.0,85a9de9b
4dc4e348-8d1,SCH1,dcf2eab7,5130,39d3b2b1,3.0,8934d7d7
4dc4e348-8d1,SCH1,71956e2b,5131,39d3b2b1,4.0,acc5b43f
4dc4e348-8d1,SCH1,edaf8089,5128,39d3b2b1,1.0,bf92569d
4dc4e348-8d1,SCH1,f2bb3a2b,5135,39d3b2b1,1.0,c47c9fee
4dc4e348-8d1,SCH1,230e22cc,5136,39d3b2b1,5.0,c6b3d094
4dc4e348-8d1,SCH1,7ea030e7,5133,39d3b2b1,2.0,f97aa587
4dd8dca8-ece,SCH4,bf8f425e,5138,555c6d4a,5.0,529a6d19
4df0fb8f-b29,SCH6,ce142636,5140,8ea73873,4.0,0aca3fa5
4df0fb8f-b29,SCH6,63f2c515,5141,8ea73873,1.0,1b72b3a7
4df0fb8f-b29,SCH6,18835010,5146,8ea73873,5.0,2b1d9ffd
4df0fb8f-b29,SCH6,3b6856c4,5142,8ea73873,2.0,44b4726c
4df0fb8f-b29,SCH6,755f7dc0,5147,8ea73873,1.0,4cc946bb
4df0fb8f-b29,SCH6,bd44b550,5144,8ea73873,1.0,51022e64
4df0fb8f-b29,SCH6,17408640,5145,8ea73873,1.0,937b6e48
4df0fb8f-b29,SCH6,2b5550e6,5139,8ea73873,2.0,d54269c5
4df0fb8f-b29,SCH6,056211b2,5143,8ea73873,3.0,e85a198f
4dfb4338-908,SCH5,62742415,5151,e9e7fb48,3.0,3612ece3
4dfb4338-908,SCH5,719d3470,5149,e9e7fb48,1.0,6c55797c
4dfb4338-908,SCH5,e23dc464,5150,e9e7fb48,1.0,a8f8da30
4dfb4338-908,SCH5,9bb5e35b,5148,e9e7fb48,1.0,d5be7458
4dfec335-138,SCH6,3740ca90,5155,86e20c7e,4.0,0610a495
4dfec335-138,SCH6,603ed04b,5152,86e20c7e,1.0,0765fa1a
4dfec335-138,SCH6,85b4a633,5153,86e20c7e,1.0,9cb95d31
4dfec335-138,SCH6,a052f983,5154,86e20c7e,2.0,c0914b6a
4e2f3a6a-7db,SCH2,5d86943f,5157,89de5447,3.0,14b00dae
4e2f3a6a-7db,SCH2,ec852142,5160,89de5447,3.0,5ba2e148
4e2f3a6a-7db,SCH2,6502e636,5162,89de5447,1.0,75afbcf4
4e2f3a6a-7db,SCH2,e0bbe15a,5156,89de5447,3.0,95f781be
4e2f3a6a-7db,SCH2,5c374e7c,5159,89de5447,1.0,af28ddaa
4e2f3a6a-7db,SCH2,e627671d,5158,89de5447,4.0,f6bcc40d
4e2f3a6a-7db,SCH2,1db294e3,5161,89de5447,3.0,fe0d60c1
4e63edff-bec,SCH6,54dfd305,5166,d2a9019f,2.0,4ca13c1d
4e63edff-bec,SCH6,ffd1107e,5164,d2a9019f,5.0,5f765f69
4e63edff-bec,SCH6,4be32140,5165,d2a9019f,4.0,83239108
4e63edff-bec,SCH6,63b39e75,5163,d2a9019f,4.0,b3cd2288
4e647f97-886,SCH8,1cd295c1,5168,f7ff8c91,2.0,1a98c869
4e647f97-886,SCH8,6b70bbdc,5169,f7ff8c91,1.0,1c8c6f06
4e647f97-886,SCH8,c7f3a67f,5170,f7ff8c91,2.0,277a2f24
4e647f97-886,SCH8,5ee4e3f2,5171,f7ff8c91,3.0,96a4222c
4e647f97-886,SCH8,3df5bb17,5167,f7ff8c91,1.0,aae03424
4e743981-9a2,SCH4,d353534c,5177,4c9f2b0a,6.0,316ca5d2
4e743981-9a2,SCH4,4ff095d1,5176,4c9f2b0a,4.0,5052d8c6
4e743981-9a2,SCH4,21aa1a62,5174,4c9f2b0a,1.0,a359b7e3
4e743981-9a2,SCH4,c0eb6e45,5172,4c9f2b0a,5.0,b0acff0c
4e743981-9a2,SCH4,44b37f29,5175,4c9f2b0a,6.0,b2388e1b
4e743981-9a2,SCH4,00f4c5e8,5178,4c9f2b0a,3.0,ca1c814e
4e743981-9a2,SCH4,3eeea36c,5173,4c9f2b0a,6.0,fb2a54c6
4e8076c8-c80,SCH2,9b6eb241,5185,b6e9da54,2.0,050330e6
4e8076c8-c80,SCH2,e13cf6ea,5183,b6e9da54,2.0,7e5713e3
4e8076c8-c80,SCH2,ffca3530,5182,b6e9da54,8.0,917cef31
4e8076c8-c80,SCH2,9797b67e,5179,b6e9da54,1.0,973ee7c8
4e8076c8-c80,SCH2,70b50fcd,5180,b6e9da54,3.0,cd489cd4
4e8076c8-c80,SCH2,d99e6f03,5181,b6e9da54,3.0,cfb114b7
4e8076c8-c80,SCH2,b4a5b7c0,5184,b6e9da54,4.0,e0c08d48
4e81ccb6-a08,SCH8,5dc18001,5188,31b74ee7,3.0,05ed711a
4e81ccb6-a08,SCH8,c9b2c4b5,5190,31b74ee7,5.0,09528700
4e81ccb6-a08,SCH8,7a013232,5194,31b74ee7,2.0,2e5dd36b
4e81ccb6-a08,SCH8,7d2696a1,5192,31b74ee7,1.0,6ec95826
4e81ccb6-a08,SCH8,4556fadd,5189,31b74ee7,4.0,7b0bd4a5
4e81ccb6-a08,SCH8,de3bc7d6,5191,31b74ee7,1.0,99f117af
4e81ccb6-a08,SCH8,202a7b98,5193,31b74ee7,6.0,a3064d0c
4e81ccb6-a08,SCH8,3c48a340,5186,31b74ee7,1.0,ac6e30ca
4e81ccb6-a08,SCH8,9d719109,5187,31b74ee7,3.0,d1f1c750
4e9633e1-f0f,SCH1,739b7983,5199,155700ac,2.0,06d29c75
4e9633e1-f0f,SCH1,5c69d122,5200,155700ac,4.0,3afb453a
4e9633e1-f0f,SCH1,b930ee64,5198,155700ac,1.0,49bdbe24
4e9633e1-f0f,SCH1,a7a8470d,5196,155700ac,2.0,59f01ee6
4e9633e1-f0f,SCH1,d0ff05ff,5197,155700ac,3.0,648f09eb
4e9633e1-f0f,SCH1,8dcaf5d4,5195,155700ac,1.0,de908d1d
4e9633e1-f0f,SCH1,af0c1fc6,5201,155700ac,2.0,f946c172
4e9af3e1-72b,SCH3,a2b15549,5208,97b9fa12,1.0,0395a188
4e9af3e1-72b,SCH3,9e386cbc,5204,97b9fa12,3.0,2b912215
4e9af3e1-72b,SCH3,baa0ba81,5206,97b9fa12,1.0,69c1bc44
4e9af3e1-72b,SCH3,658eb434,5205,97b9fa12,1.0,6a107661
4e9af3e1-72b,SCH3,2151da40,5207,97b9fa12,2.0,6ad46b13
4e9af3e1-72b,SCH3,b5ee0c43,5203,97b9fa12,4.0,7975acef
4e9af3e1-72b,SCH3,cde28b9b,5202,97b9fa12,4.0,a0dff73a
4e9e0592-fae,SCH5,e90527a2,5210,5846d88a,6.0,008d41cf
4e9e0592-fae,SCH5,e68f4393,5211,5846d88a,1.0,80052ffe
4e9e0592-fae,SCH5,13622aa5,5209,5846d88a,3.0,e49f1997
4ea409b0-eeb,SCH2,0475e0e9,5212,1b0b6191,1.0,3b7850ee
4ea409b0-eeb,SCH2,f3f5e691,5213,1b0b6191,1.0,4c04e391
4ea566ae-237,SCH1,b34b08a7,5214,8532c28f,4.0,9a675db0
4eb54920-71f,SCH8,35068d81,5222,53e78b73,1.0,105ba25a
4eb54920-71f,SCH8,8b415770,5217,53e78b73,3.0,1633015c
4eb54920-71f,SCH8,a5bf737b,5215,53e78b73,4.0,23d14232
4eb54920-71f,SCH8,ab1d8cdf,5220,53e78b73,3.0,263665f0
4eb54920-71f,SCH8,351905ef,5221,53e78b73,1.0,57b3f513
4eb54920-71f,SCH8,c17953fb,5216,53e78b73,1.0,950920bc
4eb54920-71f,SCH8,a390ebf0,5218,53e78b73,1.0,b6ef902b
4eb54920-71f,SCH8,847d4fa0,5219,53e78b73,1.0,f69aed6e
4eb81053-dc9,SCH7,108e21c7,5224,37860e93,3.0,0dd7e5be
4eb81053-dc9,SCH7,5b6c91b4,5226,37860e93,1.0,77530b0f
4eb81053-dc9,SCH7,7c069ed4,5223,37860e93,1.0,cbac43a4
4eb81053-dc9,SCH7,1c1b1f6b,5225,37860e93,3.0,eba3afb7
4ecff2e0-a71,SCH7,e58da76f,5227,4b0b0d9b,1.0,0d2948dd
4ecff2e0-a71,SCH7,c0b3c410,5228,4b0b0d9b,1.0,323acce2
4ecff2e0-a71,SCH7,3682915b,5229,4b0b0d9b,3.0,90f6c037
4ed2e13a-147,SCH8,15527ada,5230,486726c1,4.0,cfd3c96a
4ed2e13a-147,SCH8,70124efe,5231,486726c1,1.0,e2be726e
4ee51adb-1ee,SCH5,fd9427b1,5234,f99c0360,3.0,3084af79
4ee51adb-1ee,SCH5,a1a66ef8,5235,f99c0360,1.0,3fcc7edf
4ee51adb-1ee,SCH5,59de9c0b,5233,f99c0360,4.0,6e1c91fb
