pupilonrolltableid,NativeId,fsmperiodsonrolltableid,fsmperiodsonrollorderseqcolumn,sourceid,fsmstartdate,fsmenddate,ukcountry
4dbe5794-b1a,SCH2,9e728652,7889,3dd6349e,2024-Oct-26 00:00:00,2024-Oct-23 00:00:00,WLS
4dbe5794-b1a,SCH2,336c9d92,7890,3dd6349e,2024-Oct-28 00:00:00,,
4dbe5794-b1a,SCH2,d93e1056,7891,3dd6349e,2024-Nov-29 00:00:00,2024-Sep-19 00:00:00,ENG
4dbe5794-b1a,SCH2,d831eb7f,7892,3dd6349e,2024-Nov-30 00:00:00,2024-Sep-19 00:00:00,ENG
4dbe5794-b1a,SCH2,0bc839c1,7893,3dd6349e,2024-Nov-22 00:00:00,2024-Nov-06 00:00:00,ENG
4dc3231a-137,SCH5,e21929ff,7894,1816ca5d,2024-Oct-23 00:00:00,2024-Nov-30 00:00:00,WLS
4dc3231a-137,SCH5,70d923e7,7895,1816ca5d,2024-Sep-04 00:00:00,,ENG
4dc3231a-137,SCH5,55b87e7e,7896,1816ca5d,2024-Sep-13 00:00:00,2024-Nov-18 00:00:00,SCT
4dc3231a-137,SCH5,5fdc9b77,7897,1816ca5d,2024-Oct-27 00:00:00,2024-Sep-02 00:00:00,ENG
4dc3231a-137,SCH5,39a1d8a3,7898,1816ca5d,2024-Nov-13 00:00:00,,ENG
4dc3231a-137,SCH5,d7dee302,7899,1816ca5d,2024-Sep-25 00:00:00,,ENG
4dc3231a-137,SCH5,60fa941e,7900,1816ca5d,2024-Nov-24 00:00:00,2024-Sep-07 00:00:00,SCT
4dc3231a-137,SCH5,2a99c5d5,7901,1816ca5d,2024-Nov-24 00:00:00,,ENG
4dc3231a-137,SCH5,72de6124,7902,1816ca5d,2024-Oct-13 00:00:00,2024-Sep-24 00:00:00,ENG
4dc4e348-8d1,SCH1,9ce185cc,7903,cc2385df,2024-Oct-13 00:00:00,2024-Oct-01 00:00:00,ENG
4dc4e348-8d1,SCH1,6df9a69a,7904,cc2385df,2024-Oct-11 00:00:00,,ENG
4dc4e348-8d1,SCH1,3ccef54e,7905,cc2385df,2024-Sep-05 00:00:00,,
4dc4e348-8d1,SCH1,65c0146b,7906,cc2385df,2024-Oct-16 00:00:00,,
4dc4e348-8d1,SCH1,9d758683,7907,cc2385df,2024-Sep-06 00:00:00,2024-Nov-05 00:00:00,SCT
4dc4e348-8d1,SCH1,fab0d79e,7908,cc2385df,2024-Oct-26 00:00:00,2024-Nov-09 00:00:00,ENG
4dc4e348-8d1,SCH1,437e3684,7909,cc2385df,2024-Sep-20 00:00:00,2024-Oct-27 00:00:00,ENG
4dc4e348-8d1,SCH1,8e90e850,7910,cc2385df,2024-Oct-23 00:00:00,,SCT
4dc4e348-8d1,SCH1,70a0c3cd,7911,cc2385df,2024-Nov-05 00:00:00,,ENG
4dc4e348-8d1,SCH1,30c373cb,7912,cc2385df,2024-Sep-23 00:00:00,,ENG
4dd8dca8-ece,SCH4,16611676,7913,afe30e64,2024-Nov-25 00:00:00,2024-Sep-11 00:00:00,WLS
4dd8dca8-ece,SCH4,7034576c,7914,afe30e64,2024-Dec-03 00:00:00,,ENG
4dd8dca8-ece,SCH4,c3b53129,7915,afe30e64,2024-Nov-14 00:00:00,2024-Sep-11 00:00:00,SCT
4dd8dca8-ece,SCH4,f2ff8f52,7916,afe30e64,2024-Oct-28 00:00:00,,NIR
4dd8dca8-ece,SCH4,3d502732,7917,afe30e64,2024-Nov-13 00:00:00,2024-Sep-17 00:00:00,ENG
4dd8dca8-ece,SCH4,9a0d8e0b,7918,afe30e64,2024-Sep-25 00:00:00,2024-Nov-27 00:00:00,ENG
4dd8dca8-ece,SCH4,acdb9502,7919,afe30e64,2024-Nov-30 00:00:00,,ENG
4dd8dca8-ece,SCH4,36c0f8b0,7920,afe30e64,2024-Sep-17 00:00:00,2024-Sep-27 00:00:00,ENG
4dd8dca8-ece,SCH4,17e9246e,7921,afe30e64,2024-Dec-19 00:00:00,,ENG
4dd8dca8-ece,SCH4,4d1cb517,7922,afe30e64,2024-Dec-13 00:00:00,,ENG
4df0fb8f-b29,SCH6,6a788c4b,7923,888465a7,2024-Oct-24 00:00:00,,
4df0fb8f-b29,SCH6,7c36e720,7924,888465a7,2024-Nov-22 00:00:00,,ENG
4df0fb8f-b29,SCH6,2642a17e,7925,888465a7,2024-Nov-28 00:00:00,,SCT
4df0fb8f-b29,SCH6,4183f583,7926,888465a7,2024-Oct-07 00:00:00,2024-Oct-31 00:00:00,ENG
4df0fb8f-b29,SCH6,7004d8dd,7927,888465a7,2024-Nov-30 00:00:00,2024-Sep-23 00:00:00,SCT
4df0fb8f-b29,SCH6,fe710651,7928,888465a7,2024-Dec-18 00:00:00,,ENG
4df0fb8f-b29,SCH6,fa3beeb8,7929,888465a7,2024-Nov-25 00:00:00,2024-Sep-02 00:00:00,ENG
4df0fb8f-b29,SCH6,5850e107,7930,888465a7,2024-Nov-03 00:00:00,,ENG
4e234b4d-bd5,SCH3,11ab35d2,7931,ed668f1b,2024-Dec-13 00:00:00,2024-Nov-06 00:00:00,
4e234b4d-bd5,SCH3,83d5b16f,7932,ed668f1b,2024-Sep-14 00:00:00,,NIR
4e234b4d-bd5,SCH3,0757f52b,7933,ed668f1b,2024-Oct-06 00:00:00,2024-Nov-22 00:00:00,
4e234b4d-bd5,SCH3,f8c1c9a1,7934,ed668f1b,2024-Dec-06 00:00:00,2024-Nov-10 00:00:00,SCT
4e399714-006,SCH6,f4dca92b,7935,d6ff2449,2024-Sep-03 00:00:00,,WLS
4e399714-006,SCH6,ea98a558,7936,d6ff2449,2024-Oct-25 00:00:00,2024-Oct-31 00:00:00,SCT
4e399714-006,SCH6,e9cd8d37,7937,d6ff2449,2024-Dec-12 00:00:00,2024-Sep-28 00:00:00,SCT
4e399714-006,SCH6,271bcee4,7938,d6ff2449,2024-Dec-10 00:00:00,,ENG
4e647f97-886,SCH8,5ae2729c,7939,68ef6210,2024-Oct-12 00:00:00,2024-Sep-18 00:00:00,ENG
4e647f97-886,SCH8,7d182d77,7940,68ef6210,2024-Sep-05 00:00:00,,ENG
4e647f97-886,SCH8,d065bbf3,7941,68ef6210,2024-Nov-19 00:00:00,,ENG
4e647f97-886,SCH8,b2e61ded,7942,68ef6210,2024-Sep-13 00:00:00,,ENG
4e743981-9a2,SCH4,2621d2dc,7943,a4390ab3,2024-Oct-24 00:00:00,2024-Sep-28 00:00:00,ENG
4e8076c8-c80,SCH2,8384228a,7944,4e64c1ba,2024-Oct-24 00:00:00,2024-Oct-03 00:00:00,ENG
4e8076c8-c80,SCH2,0405f586,7945,4e64c1ba,2024-Dec-18 00:00:00,,ENG
4e8076c8-c80,SCH2,7088ffe3,7946,4e64c1ba,2024-Sep-24 00:00:00,2024-Sep-18 00:00:00,ENG
4e8076c8-c80,SCH2,402002ca,7947,4e64c1ba,2024-Oct-06 00:00:00,2024-Dec-13 00:00:00,
4e81ccb6-a08,SCH8,cefb2c48,7948,5ad4deb3,2024-Nov-28 00:00:00,2024-Nov-30 00:00:00,ENG
4e81ccb6-a08,SCH8,91247669,7949,5ad4deb3,2024-Oct-05 00:00:00,2024-Sep-12 00:00:00,
4e81ccb6-a08,SCH8,23d3fbbb,7950,5ad4deb3,2024-Sep-26 00:00:00,,ENG
4e81ccb6-a08,SCH8,e82c7545,7951,5ad4deb3,2024-Sep-17 00:00:00,2024-Oct-16 00:00:00,
4e81ccb6-a08,SCH8,ca2303d5,7952,5ad4deb3,2024-Sep-05 00:00:00,,ENG
4e81ccb6-a08,SCH8,aec6626a,7953,5ad4deb3,2024-Nov-09 00:00:00,,SCT
4e81ccb6-a08,SCH8,db4fe8be,7954,5ad4deb3,2024-Nov-07 00:00:00,2024-Dec-12 00:00:00,SCT
4e81ccb6-a08,SCH8,9463f482,7955,5ad4deb3,2024-Sep-09 00:00:00,2024-Oct-24 00:00:00,SCT
4e8974db-032,SCH3,e3fb4241,7956,8987aa2d,2024-Dec-04 00:00:00,2024-Nov-03 00:00:00,ENG
4e8974db-032,SCH3,cf0a5667,7957,8987aa2d,2024-Nov-30 00:00:00,2024-Nov-09 00:00:00,WLS
4e8974db-032,SCH3,16790b80,7958,8987aa2d,2024-Oct-16 00:00:00,2024-Nov-23 00:00:00,ENG
4e8f88ea-fa3,SCH2,d8cb25a1,7959,c1f43ca3,2024-Dec-15 00:00:00,2024-Nov-26 00:00:00,ENG
4e8f88ea-fa3,SCH2,73332400,7960,c1f43ca3,2024-Nov-22 00:00:00,2024-Sep-09 00:00:00,ENG
4e8f88ea-fa3,SCH2,db41e070,7961,c1f43ca3,2024-Nov-01 00:00:00,,ENG
4e9af3e1-72b,SCH3,87d08957,7962,14719da9,2024-Dec-04 00:00:00,,NIR
4e9af3e1-72b,SCH3,1f488d67,7963,14719da9,2024-Oct-01 00:00:00,,NIR
4e9af3e1-72b,SCH3,e19cdca4,7964,14719da9,2024-Sep-09 00:00:00,2024-Sep-09 00:00:00,ENG
4e9af3e1-72b,SCH3,bb2e32aa,7965,14719da9,2024-Nov-27 00:00:00,2024-Oct-06 00:00:00,ENG
4e9af3e1-72b,SCH3,0176e243,7966,14719da9,2024-Nov-25 00:00:00,,ENG
4e9af3e1-72b,SCH3,02e06a5b,7967,14719da9,2024-Dec-09 00:00:00,,ENG
4e9af3e1-72b,SCH3,bd4543d3,7968,14719da9,2024-Sep-01 00:00:00,2024-Sep-28 00:00:00,ENG
4e9af3e1-72b,SCH3,63b2bca5,7969,14719da9,2024-Sep-01 00:00:00,,ENG
4e9e0592-fae,SCH5,711a378e,7970,b5efba80,2024-Nov-25 00:00:00,,
4e9fed10-e6c,SCH2,c4e78317,7971,82044671,2024-Dec-08 00:00:00,,NIR
4e9fed10-e6c,SCH2,30ccaa10,7972,82044671,2024-Oct-20 00:00:00,2024-Oct-15 00:00:00,ENG
4e9fed10-e6c,SCH2,6950aba6,7973,82044671,2024-Nov-03 00:00:00,2024-Oct-29 00:00:00,SCT
4e9fed10-e6c,SCH2,cc765df2,7974,82044671,2024-Oct-11 00:00:00,,ENG
4e9fed10-e6c,SCH2,13521d07,7975,82044671,2024-Sep-17 00:00:00,,ENG
4e9fed10-e6c,SCH2,d3038d7b,7976,82044671,2024-Sep-09 00:00:00,2024-Nov-07 00:00:00,ENG
4e9fed10-e6c,SCH2,4944dca4,7977,82044671,2024-Oct-19 00:00:00,,ENG
4e9fed10-e6c,SCH2,c8852158,7978,82044671,2024-Oct-23 00:00:00,,ENG
4e9fed10-e6c,SCH2,5af53e3f,7979,82044671,2024-Sep-02 00:00:00,,WLS
4e9fed10-e6c,SCH2,da380d42,7980,82044671,2024-Oct-07 00:00:00,2024-Nov-13 00:00:00,ENG
4ea47b9e-45d,SCH5,5b7a31d6,7981,3e067bcb,2024-Dec-08 00:00:00,2024-Sep-24 00:00:00,ENG
4ea47b9e-45d,SCH5,8056c905,7982,3e067bcb,2024-Sep-24 00:00:00,2024-Sep-10 00:00:00,ENG
4ea47b9e-45d,SCH5,28609b15,7983,3e067bcb,2024-Oct-18 00:00:00,,
4eb6b8e0-939,SCH5,3fc06849,7984,52fbf517,2024-Sep-13 00:00:00,,WLS
4eb6b8e0-939,SCH5,436750d6,7985,52fbf517,2024-Dec-02 00:00:00,2024-Oct-08 00:00:00,ENG
4eb6b8e0-939,SCH5,e2322047,7986,52fbf517,2024-Dec-16 00:00:00,,ENG
4eb6b8e0-939,SCH5,9d2eb1ad,7987,52fbf517,2024-Oct-16 00:00:00,,ENG
4eb6b8e0-939,SCH5,33f4d99c,7988,52fbf517,2024-Dec-05 00:00:00,,ENG
4eb81053-dc9,SCH7,0ffc4afd,7989,fdfa5172,2024-Nov-05 00:00:00,2024-Sep-04 00:00:00,SCT
4eb81053-dc9,SCH7,3e33ce76,7990,fdfa5172,2024-Oct-26 00:00:00,,ENG
4eb81053-dc9,SCH7,aea391d4,7991,fdfa5172,2024-Oct-25 00:00:00,,SCT
4ebcc2f7-da5,SCH5,d24e5924,7992,ca26c974,2024-Sep-06 00:00:00,,ENG
4ebcc2f7-da5,SCH5,fb3b8bda,7993,ca26c974,2024-Oct-21 00:00:00,,ENG
4ebcc2f7-da5,SCH5,9c268528,7994,ca26c974,2024-Dec-14 00:00:00,,SCT
4ebcc2f7-da5,SCH5,c5346b79,7995,ca26c974,2024-Sep-20 00:00:00,,ENG
4ebcc2f7-da5,SCH5,b6608bbd,7996,ca26c974,2024-Nov-12 00:00:00,,WLS
4ebcc2f7-da5,SCH5,3cf4002b,7997,ca26c974,2024-Sep-20 00:00:00,,
4ebcc2f7-da5,SCH5,8a2c50f8,7998,ca26c974,2024-Oct-07 00:00:00,,SCT
4ebcc2f7-da5,SCH5,a39a4565,7999,ca26c974,2024-Oct-03 00:00:00,2024-Oct-04 00:00:00,ENG
4ecff2e0-a71,SCH7,5c8e6c26,8000,30817d7f,2024-Dec-19 00:00:00,,ENG
4ecff2e0-a71,SCH7,f6c989c3,8001,30817d7f,2024-Oct-04 00:00:00,,ENG
4ecff2e0-a71,SCH7,aa199056,8002,30817d7f,2024-Oct-01 00:00:00,2024-Dec-17 00:00:00,ENG
4ecff2e0-a71,SCH7,52638ef0,8003,30817d7f,2024-Oct-10 00:00:00,,ENG
4ecff2e0-a71,SCH7,8b429297,8004,30817d7f,2024-Oct-15 00:00:00,,ENG
4ecff2e0-a71,SCH7,83023cdc,8005,30817d7f,2024-Sep-11 00:00:00,,ENG
4ecff2e0-a71,SCH7,06855d00,8006,30817d7f,2024-Sep-17 00:00:00,,ENG
4ecff2e0-a71,SCH7,d0c9b0ae,8007,30817d7f,2024-Dec-09 00:00:00,,ENG
4ecff2e0-a71,SCH7,d078a478,8008,30817d7f,2024-Sep-03 00:00:00,,ENG
4ecff2e0-a71,SCH7,360d229c,8009,30817d7f,2024-Nov-22 00:00:00,,ENG
4ed2e13a-147,SCH8,94123759,8010,49a7d198,2024-Nov-08 00:00:00,2024-Nov-28 00:00:00,ENG
4ed2e13a-147,SCH8,b93b6f47,8011,49a7d198,2024-Nov-14 00:00:00,2024-Nov-23 00:00:00,
4ed2e13a-147,SCH8,f58fa1d8,8012,49a7d198,2024-Oct-06 00:00:00,2024-Sep-11 00:00:00,ENG
4ee3386c-788,SCH6,d822f1d4,8013,e9acc739,2024-Oct-03 00:00:00,2024-Sep-22 00:00:00,ENG
4ee3386c-788,SCH6,7d4bdc37,8014,e9acc739,2024-Nov-01 00:00:00,2024-Oct-26 00:00:00,NIR
4ee3386c-788,SCH6,a8b3cd0e,8015,e9acc739,2024-Oct-16 00:00:00,,ENG
4ee3386c-788,SCH6,63a8c8f1,8016,e9acc739,2024-Dec-11 00:00:00,2024-Oct-09 00:00:00,ENG
4ee3386c-788,SCH6,64474c63,8017,e9acc739,2024-Oct-21 00:00:00,2024-Nov-30 00:00:00,SCT
4ee51adb-1ee,SCH5,fe50f9cc,8018,864f7643,2024-Oct-06 00:00:00,,ENG
4ee51adb-1ee,SCH5,b01f5d4c,8019,864f7643,2024-Oct-24 00:00:00,2024-Oct-14 00:00:00,ENG
4ee8ca18-acc,SCH7,70be429a,8020,2b43217a,2024-Nov-04 00:00:00,,ENG
4ee8ca18-acc,SCH7,22f69328,8021,2b43217a,2024-Dec-19 00:00:00,,
4ee8ca18-acc,SCH7,ac49b3c3,8022,2b43217a,2024-Nov-29 00:00:00,,ENG
4ee8ca18-acc,SCH7,560fbd3b,8023,2b43217a,2024-Dec-16 00:00:00,2024-Oct-25 00:00:00,SCT
4ee8ca18-acc,SCH7,5210da29,8024,2b43217a,2024-Nov-16 00:00:00,2024-Oct-31 00:00:00,ENG
4ee8ca18-acc,SCH7,e434386c,8025,2b43217a,2024-Dec-16 00:00:00,,ENG
4ee8ca18-acc,SCH7,d5eb2a69,8026,2b43217a,2024-Nov-07 00:00:00,,
4ee8ca18-acc,SCH7,2ee74afd,8027,2b43217a,2024-Nov-26 00:00:00,2024-Sep-03 00:00:00,SCT
4eecf32e-31c,SCH1,e838c826,8028,24b1291b,2024-Dec-07 00:00:00,,ENG
4eecf32e-31c,SCH1,8c74430d,8029,24b1291b,2024-Nov-11 00:00:00,2024-Oct-16 00:00:00,ENG
4eecf32e-31c,SCH1,76aef357,8030,24b1291b,2024-Oct-08 00:00:00,2024-Nov-13 00:00:00,
4f1c3033-593,SCH4,019dbe51,8031,7df48638,2024-Dec-08 00:00:00,,ENG
4f1c3033-593,SCH4,c25327e2,8032,7df48638,2024-Dec-17 00:00:00,2024-Nov-10 00:00:00,ENG
4f1c3033-593,SCH4,b6178644,8033,7df48638,2024-Oct-25 00:00:00,,ENG
4f1c3033-593,SCH4,757383ee,8034,7df48638,2024-Oct-09 00:00:00,,SCT
4f1c3033-593,SCH4,c4d52240,8035,7df48638,2024-Nov-28 00:00:00,2024-Dec-08 00:00:00,SCT
4f1cd4cd-8b8,SCH4,3a06779c,8036,3f7ec26e,2024-Sep-28 00:00:00,2024-Sep-06 00:00:00,WLS
4f1cd4cd-8b8,SCH4,ae42ace8,8037,3f7ec26e,2024-Nov-09 00:00:00,2024-Sep-04 00:00:00,ENG
4f1cd4cd-8b8,SCH4,8255a449,8038,3f7ec26e,2024-Nov-13 00:00:00,,SCT
4f1cd4cd-8b8,SCH4,e58dc2a1,8039,3f7ec26e,2024-Nov-01 00:00:00,2024-Sep-18 00:00:00,NIR
4f1cd4cd-8b8,SCH4,50a5b1be,8040,3f7ec26e,2024-Sep-17 00:00:00,,ENG
4f1cd4cd-8b8,SCH4,4556a842,8041,3f7ec26e,2024-Dec-02 00:00:00,2024-Nov-16 00:00:00,
4f1cd4cd-8b8,SCH4,61a687dc,8042,3f7ec26e,2024-Nov-03 00:00:00,2024-Sep-16 00:00:00,ENG
4f1cd4cd-8b8,SCH4,efc5039d,8043,3f7ec26e,2024-Nov-09 00:00:00,2024-Nov-12 00:00:00,SCT
4f1cd4cd-8b8,SCH4,8c2392e0,8044,3f7ec26e,2024-Sep-10 00:00:00,2024-Oct-25 00:00:00,ENG
4f1cd4cd-8b8,SCH4,37fed14d,8045,3f7ec26e,2024-Sep-14 00:00:00,2024-Oct-13 00:00:00,WLS
4f2de2c1-cd6,SCH3,a1c02b72,8046,b1fbc64d,2024-Dec-01 00:00:00,2024-Sep-26 00:00:00,ENG
4f2de2c1-cd6,SCH3,f5a7a1c0,8047,b1fbc64d,2024-Nov-11 00:00:00,2024-Nov-19 00:00:00,ENG
4f2de2c1-cd6,SCH3,4bb4309e,8048,b1fbc64d,2024-Oct-01 00:00:00,,SCT
4f2de2c1-cd6,SCH3,441859e1,8049,b1fbc64d,2024-Sep-07 00:00:00,,ENG
4f2de2c1-cd6,SCH3,ba996e02,8050,b1fbc64d,2024-Dec-15 00:00:00,2024-Dec-12 00:00:00,ENG
4f2de2c1-cd6,SCH3,128a5835,8051,b1fbc64d,2024-Sep-26 00:00:00,,ENG
4f2de2c1-cd6,SCH3,5e348ebe,8052,b1fbc64d,2024-Oct-23 00:00:00,,ENG
4f2de2c1-cd6,SCH3,02421130,8053,b1fbc64d,2024-Nov-23 00:00:00,,ENG
4f2de2c1-cd6,SCH3,4f02d48a,8054,b1fbc64d,2024-Nov-24 00:00:00,2024-Oct-22 00:00:00,ENG
4f3f56ef-273,SCH4,a62d6225,8055,404c5658,2024-Nov-02 00:00:00,2024-Dec-13 00:00:00,ENG
4f3f56ef-273,SCH4,55536bc9,8056,404c5658,2024-Oct-07 00:00:00,2024-Oct-12 00:00:00,ENG
4f3f56ef-273,SCH4,58be26c7,8057,404c5658,2024-Oct-27 00:00:00,2024-Nov-08 00:00:00,ENG
4f3f56ef-273,SCH4,342fb122,8058,404c5658,2024-Sep-16 00:00:00,,SCT
4f3f56ef-273,SCH4,19888b21,8059,404c5658,2024-Sep-15 00:00:00,2024-Sep-22 00:00:00,ENG
4f3f56ef-273,SCH4,046222dd,8060,404c5658,2024-Dec-06 00:00:00,,WLS
4f3f56ef-273,SCH4,cb60cb9c,8061,404c5658,2024-Nov-29 00:00:00,2024-Oct-07 00:00:00,SCT
4f440541-dfd,SCH6,ccb42687,8062,688f7bcb,2024-Dec-16 00:00:00,,WLS
4f440541-dfd,SCH6,b33c0ddc,8063,688f7bcb,2024-Oct-11 00:00:00,,SCT
4f440541-dfd,SCH6,3ff4a486,8064,688f7bcb,2024-Oct-14 00:00:00,2024-Nov-29 00:00:00,WLS
4f440541-dfd,SCH6,794e8a5a,8065,688f7bcb,2024-Oct-08 00:00:00,,ENG
4f440541-dfd,SCH6,19425c80,8066,688f7bcb,2024-Sep-11 00:00:00,,ENG
4f440541-dfd,SCH6,53e016f8,8067,688f7bcb,2024-Oct-15 00:00:00,2024-Sep-18 00:00:00,ENG
4f440541-dfd,SCH6,6bcf828a,8068,688f7bcb,2024-Oct-05 00:00:00,,ENG
4f440541-dfd,SCH6,44237108,8069,688f7bcb,2024-Sep-29 00:00:00,,
4f46af5e-9f5,SCH4,a9a123a7,8070,722b6553,2024-Sep-18 00:00:00,2024-Nov-13 00:00:00,ENG
4f46af5e-9f5,SCH4,df33cc9c,8071,722b6553,2024-Oct-09 00:00:00,2024-Oct-19 00:00:00,ENG
4f46af5e-9f5,SCH4,4048a004,8072,722b6553,2024-Oct-04 00:00:00,2024-Nov-21 00:00:00,SCT
4f46af5e-9f5,SCH4,7fd59a4e,8073,722b6553,2024-Nov-03 00:00:00,,ENG
4f46af5e-9f5,SCH4,7e734a69,8074,722b6553,2024-Nov-08 00:00:00,2024-Sep-04 00:00:00,ENG
4f4e5b25-769,SCH6,a827205c,8075,6c607319,2024-Nov-27 00:00:00,2024-Oct-21 00:00:00,ENG
4f4e5b25-769,SCH6,54f273a2,8076,6c607319,2024-Nov-07 00:00:00,,ENG
4f808dcb-c5e,SCH8,5de087cd,8077,309301f8,2024-Sep-30 00:00:00,2024-Nov-23 00:00:00,ENG
4f808dcb-c5e,SCH8,b4ee5288,8078,309301f8,2024-Oct-09 00:00:00,2024-Sep-26 00:00:00,ENG
4f81eb98-a7b,SCH7,9577b8a8,8079,3ef2fe9b,2024-Nov-12 00:00:00,2024-Dec-19 00:00:00,ENG
4f81eb98-a7b,SCH7,be46fded,8080,3ef2fe9b,2024-Dec-07 00:00:00,2024-Sep-29 00:00:00,ENG
4f81eb98-a7b,SCH7,96b881c6,8081,3ef2fe9b,2024-Sep-17 00:00:00,,ENG
4f81eb98-a7b,SCH7,2da77c53,8082,3ef2fe9b,2024-Dec-09 00:00:00,2024-Dec-01 00:00:00,ENG
4f81eb98-a7b,SCH7,af7f36ac,8083,3ef2fe9b,2024-Nov-10 00:00:00,2024-Oct-25 00:00:00,
4f81eb98-a7b,SCH7,19eab57d,8084,3ef2fe9b,2024-Oct-28 00:00:00,,
4f81eb98-a7b,SCH7,b3e06192,8085,3ef2fe9b,2024-Sep-23 00:00:00,2024-Sep-07 00:00:00,ENG
4f81eb98-a7b,SCH7,a595c2b1,8086,3ef2fe9b,2024-Sep-22 00:00:00,,ENG
4f875e4a-390,SCH5,1fa3c83c,8087,e51aa8a3,2024-Nov-05 00:00:00,2024-Nov-27 00:00:00,ENG
4f875e4a-390,SCH5,cb35ef7a,8088,e51aa8a3,2024-Nov-19 00:00:00,,ENG
4f875e4a-390,SCH5,abb7972e,8089,e51aa8a3,2024-Sep-10 00:00:00,,WLS
4f875e4a-390,SCH5,3873b826,8090,e51aa8a3,2024-Oct-17 00:00:00,2024-Sep-04 00:00:00,SCT
4f8ac493-bfe,SCH1,1417e3ee,8091,396138b4,2024-Oct-23 00:00:00,2024-Nov-28 00:00:00,ENG
4f8ac493-bfe,SCH1,b0f23376,8092,396138b4,2024-Oct-04 00:00:00,2024-Dec-01 00:00:00,
4f8ac493-bfe,SCH1,4f01eda2,8093,396138b4,2024-Oct-13 00:00:00,2024-Dec-14 00:00:00,ENG
4f8ac493-bfe,SCH1,dd59c136,8094,396138b4,2024-Oct-01 00:00:00,,ENG
4f8ac493-bfe,SCH1,0d29f605,8095,396138b4,2024-Sep-25 00:00:00,,ENG
4f8ac493-bfe,SCH1,fcc2d23e,8096,396138b4,2024-Nov-06 00:00:00,,ENG
4f8ac493-bfe,SCH1,4d597f12,8097,396138b4,2024-Nov-29 00:00:00,2024-Nov-20 00:00:00,ENG
4f8ac493-bfe,SCH1,b34b636e,8098,396138b4,2024-Dec-14 00:00:00,,ENG
4f8ac493-bfe,SCH1,3d4c8040,8099,396138b4,2024-Oct-16 00:00:00,,SCT
4f9f4981-eaf,SCH3,1575dea8,8100,ee8806f5,2024-Oct-13 00:00:00,,ENG
4f9f4981-eaf,SCH3,f803e0d7,8101,ee8806f5,2024-Nov-11 00:00:00,2024-Dec-12 00:00:00,ENG
4f9f4981-eaf,SCH3,eb7649d3,8102,ee8806f5,2024-Nov-19 00:00:00,2024-Dec-17 00:00:00,ENG
4f9f4981-eaf,SCH3,6ed954f5,8103,ee8806f5,2024-Nov-20 00:00:00,,ENG
4f9f4981-eaf,SCH3,33486242,8104,ee8806f5,2024-Oct-27 00:00:00,2024-Nov-21 00:00:00,WLS
4f9f4981-eaf,SCH3,56efdb2a,8105,ee8806f5,2024-Nov-05 00:00:00,,ENG
4f9f4981-eaf,SCH3,93af664b,8106,ee8806f5,2024-Nov-30 00:00:00,2024-Nov-10 00:00:00,ENG
4f9f4981-eaf,SCH3,7ea1cc73,8107,ee8806f5,2024-Sep-03 00:00:00,,ENG
4f9f4981-eaf,SCH3,0d1f927b,8108,ee8806f5,2024-Sep-02 00:00:00,,SCT
4fb9d36f-1c0,SCH3,86993a9d,8109,fcdcb692,2024-Nov-02 00:00:00,2024-Dec-03 00:00:00,SCT
4fb9d36f-1c0,SCH3,ca00e640,8110,fcdcb692,2024-Sep-23 00:00:00,,WLS
4fb9d36f-1c0,SCH3,5c1fb8bc,8111,fcdcb692,2024-Sep-05 00:00:00,,ENG
4fb9d36f-1c0,SCH3,18137dd5,8112,fcdcb692,2024-Sep-22 00:00:00,,ENG
4fb9d36f-1c0,SCH3,2765b978,8113,fcdcb692,2024-Sep-03 00:00:00,,ENG
4fb9d36f-1c0,SCH3,08fe9c3b,8114,fcdcb692,2024-Nov-17 00:00:00,,SCT
4fc3557e-187,SCH3,b19f49eb,8115,157fd09c,2024-Sep-26 00:00:00,2024-Sep-08 00:00:00,ENG
4fc3557e-187,SCH3,24615025,8116,157fd09c,2024-Dec-17 00:00:00,2024-Oct-30 00:00:00,ENG
4fc3557e-187,SCH3,bdfff4d7,8117,157fd09c,2024-Sep-22 00:00:00,2024-Dec-19 00:00:00,ENG
4fc3557e-187,SCH3,34310c53,8118,157fd09c,2024-Sep-27 00:00:00,2024-Oct-19 00:00:00,NIR
4fc3557e-187,SCH3,079628fe,8119,157fd09c,2024-Sep-18 00:00:00,,SCT
4fc3557e-187,SCH3,000ccf3e,8120,157fd09c,2024-Oct-10 00:00:00,,ENG
4fc3557e-187,SCH3,1ef0073f,8121,157fd09c,2024-Oct-26 00:00:00,2024-Nov-12 00:00:00,ENG
4fc3557e-187,SCH3,76dd5076,8122,157fd09c,2024-Dec-16 00:00:00,2024-Dec-06 00:00:00,SCT
4fc3557e-187,SCH3,3e01a31a,8123,157fd09c,2024-Dec-10 00:00:00,,ENG
4fc5ad10-59b,SCH8,d3269484,8124,2ff16f60,2024-Nov-30 00:00:00,2024-Nov-28 00:00:00,ENG
4fc5ad10-59b,SCH8,0ba15606,8125,2ff16f60,2024-Nov-12 00:00:00,2024-Oct-14 00:00:00,SCT
4fc5ad10-59b,SCH8,16c3ceaf,8126,2ff16f60,2024-Sep-10 00:00:00,2024-Oct-27 00:00:00,SCT
4fc5ad10-59b,SCH8,491d133f,8127,2ff16f60,2024-Nov-13 00:00:00,2024-Nov-06 00:00:00,SCT
